date,open,high,low,close,volume,change,changePercent
2015-07-07,87.9,89.96,86.838,89.6,89.6,89.6,89.6
2015-07-08,90.39,90.39,88.288,88.43,88.43,88.43,88.43
2015-07-09,90.32,90.32,87.2536,89.86,89.86,89.86,89.86
2015-07-10,88.8,92.49,88.43,88.43,88.43,88.43,88.43
2015-07-13,89.0,90.5,89.0,90.5,90.5,90.5,90.5
2015-07-14,92.52,93.4,90.97,90.97,90.97,90.97,90.97
2015-07-15,91.0,92.59,89.97,91.55,91.55,91.55,91.55
2015-07-16,92.96,94.14,92.96,94.14,94.14,94.14,94.14
2015-07-17,94.03,98.64,93.04,98.64,98.64,98.64,98.64
2015-07-20,97.31,99.9,96.93,98.12,98.12,98.12,98.12
2015-07-21,101.43,103.16,98.4595,103.16,103.16,103.16,103.16
2015-07-22,97.85,100.19,97.77,97.77,97.77,97.77,97.77
2015-07-23,101.34,101.34,97.59,100.17,100.17,100.17,100.17
2015-07-24,101.9,101.9,99.48,99.48,99.48,99.48,99.48
2015-07-27,100.72,100.72,96.943,97.79,97.79,97.79,97.79
2015-07-28,99.11,99.11,93.86,98.71,98.71,98.71,98.71
2015-07-29,96.57,98.96,95.74,97.15,97.15,97.15,97.15
2015-07-30,96.93,99.9,93.3,99.9,99.9,99.9,99.9
2015-07-31,96.05,99.89,94.64,94.64,94.64,94.64,94.64
2015-08-03,97.05,98.98,94.3,95.05,95.05,95.05,95.05
2015-08-04,95.65,98.01,94.9,98.01,98.01,98.01,98.01
2015-08-05,97.35,100.5,97.35,100.5,100.5,100.5,100.5
2015-08-06,101.17,101.17,95.36,98.88,98.88,98.88,98.88
2015-08-07,99.7,99.7,94.68,97.7,97.7,97.7,97.7
2015-08-10,95.89,99.2,95.51,98.68,98.68,98.68,98.68
2015-08-11,95.65,97.44,95.65,97.44,97.44,97.44,97.44
2015-08-12,94.3,94.81,91.74,94.24,94.24,94.24,94.24
2015-08-13,95.64,97.46,95.64,97.46,97.46,97.46,97.46
2015-08-14,95.37,97.54,93.51,97.54,97.54,97.54,97.54
2015-08-17,95.29,99.09,95.29,96.37,96.37,96.37,96.37
2015-08-18,98.41,99.72,97.69,98.04,98.04,98.04,98.04
2015-08-19,95.02,100.2,95.02,99.55,99.55,99.55,99.55
2015-08-20,95.23,97.06,92.33,94.03,94.03,94.03,94.03
2015-08-21,87.88,93.42,87.88,88.95,88.95,88.95,88.95
2015-08-24,79.47,90.25,73.0,84.58,84.58,84.58,84.58
2015-08-25,87.93,90.09,84.0,85.0,85.0,85.0,85.0
2015-08-26,87.23,89.98,83.27,89.98,89.98,89.98,89.98
2015-08-27,90.6,94.15,88.69,94.15,94.15,94.15,94.15
2015-08-28,91.17,91.61,90.286,91.56,91.56,91.56,91.56
2015-08-31,95.1,95.1,91.32,91.32,91.32,91.32,91.32
2015-09-01,88.51,91.04,88.51,89.06,89.06,89.06,89.06
2015-09-02,89.25,93.93,89.25,93.93,93.93,93.93,93.93
2015-09-03,94.14,94.14,90.45,91.25,91.25,91.25,91.25
2015-09-04,89.1,90.8,89.1,90.66,90.66,90.66,90.66
2015-09-08,91.39,93.13,91.39,93.13,93.13,93.13,93.13
2015-09-09,91.96,94.05,91.96,93.31,93.31,93.31,93.31
2015-09-10,90.68,95.87,90.03,92.98,92.98,92.98,92.98
2015-09-11,94.0,96.55,94.0,96.55,96.55,96.55,96.55
2015-09-14,96.65,96.65,91.6,92.93,92.93,92.93,92.93
2015-09-15,93.88,94.06,93.2,93.2,93.2,93.2,93.2
2015-09-16,93.8,95.01,93.55,93.55,93.55,93.55,93.55
2015-09-17,97.63,98.44,93.4,98.44,98.44,98.44,98.44
2015-09-18,95.1,96.4,95.1,96.4,96.4,96.4,96.4
2015-09-21,95.75,101.03,95.75,96.43,96.43,96.43,96.43
2015-09-22,95.49,97.19,93.89,97.19,97.19,97.19,97.19
2015-09-23,93.5,98.7,93.5,97.8,97.8,97.8,97.8
2015-09-24,97.2,97.2,92.32,95.28,95.28,95.28,95.28
2015-09-25,98.08,98.08,93.57,93.57,93.57,93.57,93.57
2015-09-28,95.97,95.97,90.6,90.6,90.6,90.6,90.6
2015-09-29,93.0,93.0,88.87,88.87,88.87,88.87,88.87
2015-09-30,88.96,92.27,88.96,91.2,91.2,91.2,91.2
2015-10-01,90.37,95.3,88.79,95.3,95.3,95.3,95.3
2015-10-02,90.0,96.37,90.0,96.37,96.37,96.37,96.37
2015-10-05,93.09,98.22,93.09,95.46,95.46,95.46,95.46
2015-10-06,96.06,96.96,94.1,94.1,94.1,94.1,94.1
2015-10-07,96.85,96.85,91.64,93.7,93.7,93.7,93.7
2015-10-08,94.6,96.3,93.72,96.3,96.3,96.3,96.3
2015-10-09,95.9,96.122,94.62,94.62,94.62,94.62,94.62
2015-10-12,95.47,95.47,94.06,95.21,95.21,95.21,95.21
2015-10-13,96.75,98.68,96.41,98.68,98.68,98.68,98.68
2015-10-14,98.34,98.34,94.13,94.13,94.13,94.13,94.13
2015-10-15,95.94,98.2,95.94,97.99,97.99,97.99,97.99
2015-10-16,99.36,100.5,96.43,100.5,100.5,100.5,100.5
2015-10-19,97.54,101.74,97.54,101.74,101.74,101.74,101.74
2015-10-20,100.69,100.69,98.0,98.0,98.0,98.0,98.0
2015-10-21,98.42,98.78,97.31,97.31,97.31,97.31,97.31
2015-10-22,102.05,104.63,99.95,104.63,104.63,104.63,104.63
2015-10-23,104.32,106.14,102.01,102.31,102.31,102.31,102.31
2015-10-26,105.4,108.6,102.87,108.6,108.6,108.6,108.6
2015-10-27,105.94,106.0,102.5,106.0,106.0,106.0,106.0
2015-10-28,104.0,108.32,103.22,106.1,106.1,106.1,106.1
2015-10-29,107.56,108.7,106.4,108.7,108.7,108.7,108.7
2015-10-30,109.25,109.25,103.33,106.85,106.85,106.85,106.85
2015-11-02,106.46,108.15,104.84,108.15,108.15,108.15,108.15
2015-11-03,104.06,107.96,104.06,107.24,107.24,107.24,107.24
2015-11-04,105.06,107.44,103.16,106.69,106.69,106.69,106.69
2015-11-05,113.5,114.17,108.11,110.78,110.78,110.78,110.78
2015-11-06,108.09,111.52,108.09,110.602,110.602,110.602,110.602
2015-11-09,107.0,113.16,107.0,109.41,109.41,109.41,109.41
2015-11-10,109.18,111.44,108.29,111.44,111.44,111.44,111.44
2015-11-11,109.43,111.41,109.22,110.17,110.17,110.17,110.17
2015-11-12,112.53,113.0,112.53,112.56,112.56,112.56,112.56
2015-11-13,111.57,111.57,105.06,106.41,106.41,106.41,106.41
2015-11-16,103.61,107.9,103.61,104.58,104.58,104.58,104.58
2015-11-17,107.56,109.16,107.35,107.35,107.35,107.35,107.35
2015-11-18,108.5,112.68,107.91,112.68,112.68,112.68,112.68
2015-11-19,110.55,110.55,108.09,109.9,109.9,109.9,109.9
2015-11-20,107.45,112.08,107.45,112.08,112.08,112.08,112.08
2015-11-23,108.36,112.32,107.38,107.38,107.38,107.38,107.38
2015-11-24,106.0,111.34,106.0,109.45,109.45,109.45,109.45
2015-11-25,109.44,109.44,105.97,105.97,105.97,105.97,105.97
2015-11-27,108.51,110.45,105.72,106.9,106.9,106.9,106.9
2015-11-30,110.89,110.89,104.42,108.45,108.45,108.45,108.45
2015-12-01,104.84,112.2,104.84,109.59,109.59,109.59,109.59
2015-12-02,108.0,113.23,106.62,110.84,110.84,110.84,110.84
2015-12-03,108.16,109.44,104.91,104.91,104.91,104.91,104.91
2015-12-04,105.92,110.83,105.92,108.45,108.45,108.45,108.45
2015-12-07,110.2,110.2,106.12,107.88,107.88,107.88,107.88
2015-12-08,107.0,111.05,107.0,110.72,110.72,110.72,110.72
2015-12-09,108.37,108.37,104.73,105.0,105.0,105.0,105.0
2015-12-10,108.04,110.48,108.04,110.48,110.48,110.48,110.48
2015-12-11,105.75,108.48,102.47,102.47,102.47,102.47,102.47
2015-12-14,105.002,106.5,101.68,106.5,106.5,106.5,106.5
2015-12-15,107.2,109.2,106.44,107.35,107.35,107.35,107.35
2015-12-16,108.26,110.94,107.15,107.15,107.15,107.15,107.15
2015-12-17,108.97,112.58,108.22,109.51,109.51,109.51,109.51
2015-12-18,110.64,110.64,107.38,107.38,107.38,107.38,107.38
2015-12-21,107.22,109.75,105.9,108.71,108.71,108.71,108.71
2015-12-22,107.86,110.07,106.4,110.07,110.07,110.07,110.07
2015-12-23,107.4,108.65,104.69,105.82,105.82,105.82,105.82
2015-12-24,107.77,110.01,107.4,110.01,110.01,110.01,110.01
2015-12-28,105.78,108.3,105.78,106.58,106.58,106.58,106.58
2015-12-29,109.95,110.18,109.59,110.18,110.18,110.18,110.18
2015-12-30,112.0,112.0,108.35,108.35,108.35,108.35,108.35
2015-12-31,111.0,111.0,108.94,108.94,108.94,108.94,108.94
2016-01-04,106.24,106.24,101.48,102.74,102.74,102.74,102.74
2016-01-05,105.62,108.2862,104.41,104.41,104.41,104.41,104.41
2016-01-06,104.6,107.18,104.6,107.18,107.18,107.18,107.18
2016-01-07,105.0,105.0,99.43,99.43,99.43,99.43,99.43
2016-01-08,102.67,102.67,98.5897,98.86,98.86,98.86,98.86
2016-01-11,100.17,100.17,97.78,99.55,99.55,99.55,99.55
2016-01-12,100.0,103.27,97.68,100.88,100.88,100.88,100.88
2016-01-13,102.32,105.42,97.55,98.11,98.11,98.11,98.11
2016-01-14,99.01,100.52,95.57,100.01,100.01,100.01,100.01
2016-01-15,94.84,100.44,94.79,97.18,97.18,97.18,97.18
2016-01-19,97.14,100.21,94.54,96.3,96.3,96.3,96.3
2016-01-20,93.99,97.0,93.19,95.36,95.36,95.36,95.36
2016-01-21,98.86,98.86,93.38,96.65,96.65,96.65,96.65
2016-01-22,96.79,101.91,96.01,101.91,101.91,101.91,101.91
2016-01-25,98.78,100.41,97.41,97.41,97.41,97.41,97.41
2016-01-26,100.84,100.84,99.4,99.4,99.4,99.4,99.4
2016-01-27,101.96,101.96,94.77,94.77,94.77,94.77,94.77
2016-01-28,110.0,113.92,106.78,113.92,113.92,113.92,113.92
2016-01-29,111.87,118.03,111.87,115.63,115.63,115.63,115.63
2016-02-01,115.37,120.86,115.37,119.1,119.1,119.1,119.1
2016-02-02,116.4,119.87,115.0,115.0,115.0,115.0,115.0
2016-02-03,120.15,120.4226,112.57,115.05,115.05,115.05,115.05
2016-02-04,112.4,115.16,111.52,114.41,114.41,114.41,114.41
2016-02-05,110.7,110.7,103.82,107.92,107.92,107.92,107.92
2016-02-08,100.66,105.84,98.83,101.05,101.05,101.05,101.05
2016-02-09,98.68,104.1,98.68,102.94,102.94,102.94,102.94
2016-02-10,105.42,105.72,102.84,104.0,104.0,104.0,104.0
2016-02-11,101.1,108.21,100.65,106.62,106.62,106.62,106.62
2016-02-12,106.46,106.46,103.34,103.75,103.75,103.75,103.75
2016-02-16,105.7,106.17,105.07,106.17,106.17,106.17,106.17
2016-02-17,106.45,107.2,105.4,107.2,107.2,107.2,107.2
2016-02-18,110.6,110.6,106.07,106.07,106.07,106.07,106.07
2016-02-19,105.99,108.81,105.99,108.81,108.81,108.81,108.81
2016-02-22,110.75,113.49,109.12,109.12,109.12,109.12,109.12
2016-02-23,108.16,109.39,107.06,107.06,107.06,107.06,107.06
2016-02-24,109.13,110.3,107.09,108.87,108.87,108.87,108.87
2016-02-25,111.86,112.63,106.6,111.88,111.88,111.88,111.88
2016-02-26,112.5,112.65,108.39,108.85,108.85,108.85,108.85
2016-02-29,109.6,111.8126,108.16,111.81,111.81,111.81,111.81
2016-03-01,112.1,113.81,109.7,110.29,110.29,110.29,110.29
2016-03-02,111.7,113.92,111.7,113.92,113.92,113.92,113.92
2016-03-03,114.24,114.96,110.37,114.96,114.96,114.96,114.96
2016-03-04,113.68,113.68,109.98,113.63,113.63,113.63,113.63
2016-03-07,113.04,113.04,106.71,106.71,106.71,106.71,106.71
2016-03-08,108.83,110.23,107.34,107.34,107.34,107.34,107.34
2016-03-09,108.6,109.95,108.6,109.95,109.95,109.95,109.95
2016-03-10,110.16,111.94,110.16,111.94,111.94,111.94,111.94
2016-03-11,112.19,114.83,108.36,114.83,114.83,114.83,114.83
2016-03-14,113.11,113.11,112.54,112.54,112.54,112.54,112.54
2016-03-15,110.87,113.76,110.87,111.9,111.9,111.9,111.9
2016-03-16,114.48,116.91,111.6,116.91,116.91,116.91,116.91
2016-03-17,113.09,117.66,111.1,116.51,116.51,116.51,116.51
2016-03-18,112.31,114.74,112.31,114.2,114.2,114.2,114.2
2016-03-21,114.31,115.71,113.28,115.71,115.71,115.71,115.71
2016-03-22,115.58,117.33,111.39,117.33,117.33,117.33,117.33
2016-03-23,112.3,117.28,112.3,113.08,113.08,113.08,113.08
2016-03-24,116.16,117.03,114.46,114.46,114.46,114.46,114.46
2016-03-28,118.5,118.72,114.59,118.72,118.72,118.72,118.72
2016-03-29,119.0,120.8,114.29,120.8,120.8,120.8,120.8
2016-03-30,120.76,120.76,116.913,119.6,119.6,119.6,119.6
2016-03-31,118.6,120.08,116.9,116.9,116.9,116.9,116.9
2016-04-01,115.43,121.83,113.62,118.9,118.9,118.9,118.9
2016-04-04,119.08,119.08,116.11,116.75,116.75,116.75,116.75
2016-04-05,117.37,118.58,112.3,117.32,117.32,117.32,117.32
2016-04-06,114.2,116.65,114.2,116.65,116.65,116.65,116.65
2016-04-07,114.87,120.2,114.87,118.32,118.32,118.32,118.32
2016-04-08,116.24,117.59,110.68,110.68,110.68,110.68,110.68
2016-04-11,113.8,113.8,109.02,109.02,109.02,109.02,109.02
2016-04-12,109.4,115.09,109.4,115.09,115.09,115.09,115.09
2016-04-13,113.89,114.52,110.68,110.68,110.68,110.68,110.68
2016-04-14,114.69,115.84,113.94,115.84,115.84,115.84,115.84
2016-04-15,113.61,114.16,110.42,110.42,110.42,110.42,110.42
2016-04-18,113.32,113.32,109.4,110.57,110.57,110.57,110.57
2016-04-19,113.0,114.38,113.0,114.38,114.38,114.38,114.38
2016-04-20,114.58,117.01,114.58,116.24,116.24,116.24,116.24
2016-04-21,113.53,119.5,113.53,115.78,115.78,115.78,115.78
2016-04-22,111.73,114.22,110.84,113.21,113.21,113.21,113.21
2016-04-25,110.77,114.1,109.77,114.1,114.1,114.1,114.1
2016-04-26,115.65,115.65,109.05,109.05,109.05,109.05,109.05
2016-04-27,112.2,112.79,108.22,112.79,112.79,112.79,112.79
2016-04-28,125.054,125.054,116.31,118.74,118.74,118.74,118.74
2016-04-29,118.14,122.78,118.14,122.78,122.78,122.78,122.78
2016-05-02,117.91,124.49,117.91,118.98,118.98,118.98,118.98
2016-05-03,122.31,122.31,118.34,118.34,118.34,118.34,118.34
2016-05-04,118.9,123.82,118.9,123.82,123.82,123.82,123.82
2016-05-05,122.72,124.22,118.65,118.65,118.65,118.65,118.65
2016-05-06,117.55,121.801,117.55,119.73,119.73,119.73,119.73
2016-05-09,121.96,125.15,121.96,125.15,125.15,125.15,125.15
2016-05-10,120.67,126.1,119.0,126.1,126.1,126.1,126.1
2016-05-11,122.23,124.01,119.61,119.61,119.61,119.61,119.61
2016-05-12,120.54,124.76,120.54,124.76,124.76,124.76,124.76
2016-05-13,121.08,123.57,121.08,121.53,121.53,121.53,121.53
2016-05-16,120.24,121.56,117.79,121.56,121.56,121.56,121.56
2016-05-17,123.7,123.7,118.22,118.22,118.22,118.22,118.22
2016-05-18,117.1,121.87,117.1,119.61,119.61,119.61,119.61
2016-05-19,120.4,120.4,116.4,118.6,118.6,118.6,118.6
2016-05-20,122.43,122.43,119.29,119.29,119.29,119.29,119.29
2016-05-23,119.02,123.1,117.81,118.86,118.86,118.86,118.86
2016-05-24,120.64,123.3,120.64,123.3,123.3,123.3,123.3
2016-05-25,120.6,123.03,118.62,118.62,118.62,118.62,118.62
2016-05-26,119.18,123.52,119.18,122.21,122.21,122.21,122.21
2016-05-27,122.02,124.55,120.62,120.62,120.62,120.62,120.62
2016-05-31,121.18,124.42,119.432,124.42,124.42,124.42,124.42
2016-06-01,123.5,124.67,121.36,124.67,124.67,124.67,124.67
2016-06-02,122.49,139.3,121.92,121.92,121.92,121.92,121.92
2016-06-03,122.919,123.51,119.68,119.68,119.68,119.68,119.68
2016-06-06,124.24,124.24,119.03,119.03,119.03,119.03,119.03
2016-06-07,123.37,123.37,119.22,119.22,119.22,119.22,119.22
2016-06-08,122.98,124.4,122.46,123.94,123.94,123.94,123.94
2016-06-09,118.74,120.03,118.74,120.03,120.03,120.03,120.03
2016-06-10,120.7,121.8,117.52,121.8,121.8,121.8,121.8
2016-06-13,116.0,118.84,115.75,118.84,118.84,118.84,118.84
2016-06-14,118.86,119.46,114.14,117.74,117.74,117.74,117.74
2016-06-15,118.3,118.88,115.4,115.4,115.4,115.4,115.4
2016-06-16,116.42,119.86,114.38,119.86,119.86,119.86,119.86
2016-06-17,119.15,119.15,113.51,116.88,116.88,116.88,116.88
2016-06-20,118.15,118.15,116.37,118.07,118.07,118.07,118.07
2016-06-21,118.59,119.0402,115.87,117.92,117.92,117.92,117.92
2016-06-22,117.32,117.32,114.17,116.23,116.23,116.23,116.23
2016-06-23,119.73,119.73,115.24,117.2,117.2,117.2,117.2
2016-06-24,115.71,115.71,114.0,115.47,115.47,115.47,115.47
2016-06-27,114.36,114.36,109.58,111.0,111.0,111.0,111.0
2016-06-28,112.8,114.01,112.8,114.0,114.0,114.0,114.0
2016-06-29,115.17,116.58,114.35,115.51,115.51,115.51,115.51
2016-06-30,115.2,119.94,115.2,119.94,119.94,119.94,119.94
2016-07-01,115.0,118.78,115.0,118.24,118.24,118.24,118.24
2016-07-05,119.04,119.04,113.8,117.0,117.0,117.0,117.0
2016-07-06,118.42,122.45,117.0,117.7,117.7,117.7,117.7
2016-07-07,117.94,118.94,116.46,116.46,116.46,116.46,116.46
2016-07-08,118.54,120.4,116.38,120.3,120.3,120.3,120.3
2016-07-11,118.37,123.7,118.37,123.07,123.07,123.07,123.07
2016-07-12,124.23,124.34,121.4,121.4,121.4,121.4,121.4
2016-07-13,118.81,122.0,118.81,120.44,120.44,120.44,120.44
2016-07-14,120.0,121.0,118.88,118.88,118.88,118.88,118.88
2016-07-15,120.35,121.73,119.57,121.73,121.73,121.73,121.73
2016-07-18,120.36,122.79,117.6,122.79,122.79,122.79,122.79
2016-07-19,122.03,124.76,122.03,124.76,124.76,124.76,124.76
2016-07-20,126.14,127.52,122.04,127.52,127.52,127.52,127.52
2016-07-21,125.76,126.5,123.16,123.16,123.16,123.16,123.16
2016-07-22,121.4,125.0,121.4,125.0,125.0,125.0,125.0
2016-07-25,122.28,127.9,118.39,126.45,126.45,126.45,126.45
2016-07-26,122.0,126.91,122.0,122.32,122.32,122.32,122.32
2016-07-27,125.01,130.0,125.01,128.55,128.55,128.55,128.55
2016-07-28,129.78,133.22,124.49,131.0,131.0,131.0,131.0
2016-07-29,127.81,128.96,125.38,125.38,125.38,125.38,125.38
2016-08-01,129.88,129.88,123.02,126.15,126.15,126.15,126.15
2016-08-02,124.07,127.74,124.07,127.74,127.74,127.74,127.74
2016-08-03,125.61,126.91,125.34,125.34,125.34,125.34,125.34
2016-08-04,123.1,129.74,123.1,129.74,129.74,129.74,129.74
2016-08-05,126.93,130.506,126.93,128.28,128.28,128.28,128.28
2016-08-08,125.4,128.68,125.4,128.68,128.68,128.68,128.68
2016-08-09,128.06,130.56,125.55,130.56,130.56,130.56,130.56
2016-08-10,128.83,131.65,125.7,127.19,127.19,127.19,127.19
2016-08-11,129.5,129.5,128.16,128.6,128.6,128.6,128.6
2016-08-12,126.5,130.0,126.13,127.93,127.93,127.93,127.93
2016-08-15,126.66,128.8,126.66,127.6,127.6,127.6,127.6
2016-08-16,128.1,128.28,126.4,126.4,126.4,126.4,126.4
2016-08-17,123.8,127.95,123.8,126.73,126.73,126.73,126.73
2016-08-18,128.64,128.64,125.54,127.48,127.48,127.48,127.48
2016-08-19,125.3,128.723,125.3,128.67,128.67,128.67,128.67
2016-08-22,125.74,127.49,125.74,126.48,126.48,126.48,126.48
2016-08-23,129.72,129.94,126.95,126.95,126.95,126.95,126.95
2016-08-24,127.02,127.02,123.62,125.66,125.66,125.66,125.66
2016-08-25,125.06,128.01,125.06,128.01,128.01,128.01,128.01
2016-08-26,127.94,129.41,127.88,127.88,127.88,127.88,127.88
2016-08-29,130.06,131.17,127.76,131.17,131.17,131.17,131.17
2016-08-30,132.2,132.2,128.5,128.5,128.5,128.5,128.5
2016-08-31,130.5,131.42,126.82,126.82,126.82,126.82,126.82
2016-09-01,130.68,132.79,127.5,130.3,130.3,130.3,130.3
2016-09-02,133.0,133.0,126.0,131.7,131.7,131.7,131.7
2016-09-06,132.98,135.52,126.7,135.52,135.52,135.52,135.52
2016-09-07,136.2,136.2,133.89,133.89,133.89,133.89,133.89
2016-09-08,135.64,135.64,133.05,135.47,135.47,135.47,135.47
2016-09-09,134.86,134.86,128.8,132.7,132.7,132.7,132.7
2016-09-12,131.95,131.95,129.7,129.7,129.7,129.7,129.7
2016-09-13,133.54,133.54,128.6,128.6,128.6,128.6,128.6
2016-09-14,131.91,131.91,128.35,129.46,129.46,129.46,129.46
2016-09-15,129.56,134.3,128.31,133.31,133.31,133.31,133.31
2016-09-16,134.3,134.3,128.6,131.74,131.74,131.74,131.74
2016-09-19,132.59,135.27,132.59,134.48,134.48,134.48,134.48
2016-09-20,129.88,132.1303,128.67,128.67,128.67,128.67,128.67
2016-09-21,129.76,133.2,129.76,133.16,133.16,133.16,133.16
2016-09-22,132.9,136.3,132.9,136.3,136.3,136.3,136.3
2016-09-23,132.98,132.98,130.3,132.57,132.57,132.57,132.57
2016-09-26,131.66,131.66,127.7,128.57,128.57,128.57,128.57
2016-09-27,132.59,135.31,127.79,132.46,132.46,132.46,132.46
2016-09-28,129.84,134.32,129.84,134.32,134.32,134.32,134.32
2016-09-29,132.85,134.25,130.91,134.25,134.25,134.25,134.25
2016-09-30,132.18,133.08,131.54,132.82,132.82,132.82,132.82
2016-10-03,128.94,135.03,128.94,135.03,135.03,135.03,135.03
2016-10-04,132.72,133.8185,132.14,132.14,132.14,132.14,132.14
2016-10-05,133.01,133.88,129.98,129.98,129.98,129.98,129.98
2016-10-06,131.07,133.32,131.07,133.32,133.32,133.32,133.32
2016-10-07,133.73,135.3,130.71,130.71,130.71,130.71,130.71
2016-10-10,134.15,134.2,131.45,131.45,131.45,131.45,131.45
2016-10-11,133.32,133.32,130.42,132.8,132.8,132.8,132.8
2016-10-12,129.68,131.83,129.68,131.83,131.83,131.83,131.83
2016-10-13,131.88,132.72,128.23,128.23,128.23,128.23,128.23
2016-10-14,129.89,134.2,128.54,128.54,128.54,128.54,128.54
2016-10-17,129.3,131.38,127.58,131.38,131.38,131.38,131.38
2016-10-18,132.21,134.61,129.2,130.49,130.49,130.49,130.49
2016-10-19,133.66,133.66,132.7,133.12,133.12,133.12,133.12
2016-10-20,130.97,134.82,130.0,130.0,130.0,130.0,130.0
2016-10-21,131.28,135.6,130.3,134.67,134.67,134.67,134.67
2016-10-24,133.71,139.37,133.71,139.37,139.37,139.37,139.37
2016-10-25,135.7,136.39,135.0,136.39,136.39,136.39,136.39
2016-10-26,134.5,138.35,133.887,134.28,134.28,134.28,134.28
2016-10-27,133.5,135.94,133.0,135.94,135.94,135.94,135.94
2016-10-28,134.7,139.45,134.11,136.31,136.31,136.31,136.31
2016-10-31,138.21,138.21,133.18,133.18,133.18,133.18,133.18
2016-11-01,133.67,138.49,131.33,133.9,133.9,133.9,133.9
2016-11-02,134.08,134.08,128.93,129.09,129.09,129.09,129.09
2016-11-03,123.0,125.68,120.0,120.0,120.0,120.0,120.0
2016-11-04,125.48,125.48,120.8,123.41,123.41,123.41,123.41
2016-11-07,126.78,127.25,123.42,123.42,123.42,123.42,123.42
2016-11-08,125.51,128.45,125.51,126.26,126.26,126.26,126.26
2016-11-09,126.3,128.03,120.6,126.07,126.07,126.07,126.07
2016-11-10,126.52,126.52,118.43,124.5,124.5,124.5,124.5
2016-11-11,122.27,126.1,121.07,124.19,124.19,124.19,124.19
2016-11-14,124.3218,124.3218,115.27,115.27,115.27,115.27,115.27
2016-11-15,117.37,122.11,117.37,121.1,121.1,121.1,121.1
2016-11-16,117.84,119.69,114.98,118.86,118.86,118.86,118.86
2016-11-17,117.6,121.51,117.45,118.69,118.69,118.69,118.69
2016-11-18,119.75,124.47,119.75,122.41,122.41,122.41,122.41
2016-11-21,124.0,125.19,122.5,124.93,124.93,124.93,124.93
2016-11-22,124.5,126.81,124.5,126.81,126.81,126.81,126.81
2016-11-23,121.97,124.62,120.77,121.72,121.72,121.72,121.72
2016-11-25,122.14,124.26,122.14,123.47,123.47,123.47,123.47
2016-11-28,123.49,124.65,123.49,124.65,124.65,124.65,124.65
2016-11-29,123.76,126.1,123.76,124.52,124.52,124.52,124.52
2016-11-30,125.66,125.66,121.68,122.26,122.26,122.26,122.26
2016-12-01,122.72,122.72,118.0,118.9,118.9,118.9,118.9
2016-12-02,120.8,120.8,118.8,118.8,118.8,118.8,118.8
2016-12-05,116.37,122.29,116.37,122.29,122.29,122.29,122.29
2016-12-06,123.25,123.25,117.87,118.18,118.18,118.18,118.18
2016-12-07,118.0,122.7,118.0,119.39,119.39,119.39,119.39
2016-12-08,118.41,124.05,118.41,124.05,124.05,124.05,124.05
2016-12-09,124.3,124.3,123.99,123.99,123.99,123.99,123.99
2016-12-12,119.31,124.59,118.32,118.47,118.47,118.47,118.47
2016-12-13,122.9,124.36,121.77,124.36,124.36,124.36,124.36
2016-12-14,123.0,125.21,119.34,123.87,123.87,123.87,123.87
2016-12-15,122.48,124.1,120.57,123.23,123.23,123.23,123.23
2016-12-16,125.8,125.8,120.59,123.48,123.48,123.48,123.48
2016-12-19,124.21,125.12,120.12,125.12,125.12,125.12,125.12
2016-12-20,121.0,124.5,119.88,119.88,119.88,119.88,119.88
2016-12-21,121.45,123.83,119.91,119.91,119.91,119.91,119.91
2016-12-22,120.81,121.09,118.3,118.3,118.3,118.3,118.3
2016-12-23,119.0,121.67,119.0,119.17,119.17,119.17,119.17
2016-12-27,117.71,123.06,116.976,119.98,119.98,119.98,119.98
2016-12-28,121.95,123.95,118.46,118.46,118.46,118.46,118.46
2016-12-29,118.0,120.38,117.29,117.29,117.29,117.29,117.29
2016-12-30,117.854,119.29,115.0101,117.26,117.26,117.26,117.26
2017-01-03,118.59,122.28,118.59,122.28,122.28,122.28,122.28
2017-01-04,123.03,123.03,120.83,120.83,120.83,120.83,120.83
2017-01-05,121.88,122.6731,121.48,121.48,121.48,121.48,121.48
2017-01-06,121.04,126.04,121.04,126.04,126.04,126.04,126.04
2017-01-09,123.62,129.01,123.62,128.5,128.5,128.5,128.5
2017-01-10,128.55,129.8,124.67,129.24,129.24,129.24,129.24
2017-01-11,129.16,132.1,126.86,132.1,132.1,132.1,132.1
2017-01-12,131.57,131.6,125.7,129.27,129.27,129.27,129.27
2017-01-13,129.57,133.4,129.57,131.51,131.51,131.51,131.51
2017-01-17,131.96,131.96,128.72,128.72,128.72,128.72,128.72
2017-01-18,132.07,133.38,127.25,133.38,133.38,133.38,133.38
2017-01-19,132.92,133.42,129.91,129.91,129.91,129.91,129.91
2017-01-20,129.1,132.87,129.1,132.87,132.87,132.87,132.87
2017-01-23,128.9,134.9,128.9,134.9,134.9,134.9,134.9
2017-01-24,134.34,134.34,133.08,133.18,133.18,133.18,133.18
2017-01-25,133.0,135.88,133.0,135.53,135.53,135.53,135.53
2017-01-26,136.56,136.56,133.4011,134.42,134.42,134.42,134.42
2017-01-27,133.43,139.2,133.04,133.7,133.7,133.7,133.7
2017-01-30,137.25,137.25,135.3,136.91,136.91,136.91,136.91
2017-01-31,133.72,136.53,133.4,133.4,133.4,133.4,133.4
2017-02-01,136.79,137.73,133.97,135.78,135.78,135.78,135.78
2017-02-02,138.31,138.31,131.6,134.14,134.14,134.14,134.14
